index,Source airport,Destination airport,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude
11071,MEX,GDL,19.436,-99.072,20.522,-103.311
11072,MEX,GRU,19.436,-99.072,-23.432,-46.469
11073,MEX,GUA,19.436,-99.072,14.583,-90.528
11074,MEX,HAV,19.436,-99.072,22.989,-82.409
11075,MEX,HMO,19.436,-99.072,29.096,-111.048
11076,MEX,HUX,19.436,-99.072,15.775,-96.261
11077,MEX,IAD,19.436,-99.072,38.944,-77.456
11078,MEX,IAH,19.436,-99.072,29.98,-95.34
11080,MEX,JFK,19.436,-99.072,40.64,-73.779
11081,MEX,LAP,19.436,-99.072,24.072,-110.362
11082,MEX,LAS,19.436,-99.072,36.08,-115.152
11083,MEX,LAX,19.436,-99.072,33.942,-118.408
11084,MEX,LHR,19.436,-99.072,51.477,-0.461
11085,MEX,LIM,19.436,-99.072,-12.022,-77.114
11086,MEX,LMM,19.436,-99.072,25.685,-109.081
11087,MEX,LZC,19.436,-99.072,18.002,-102.22
11088,MEX,MAD,19.436,-99.072,40.472,-3.561
11089,MEX,MAM,19.436,-99.072,25.77,-97.525
11090,MEX,MCO,19.436,-99.072,28.429,-81.316
11091,MEX,MIA,19.436,-99.072,25.793,-80.291
11092,MEX,MID,19.436,-99.072,20.937,-89.657
11093,MEX,MLM,19.436,-99.072,19.85,-101.025
11094,MEX,MTT,19.436,-99.072,18.103,-94.581
11095,MEX,MTY,19.436,-99.072,25.778,-100.107
11096,MEX,MXL,19.436,-99.072,32.631,-115.241
11097,MEX,MZT,19.436,-99.072,23.161,-106.266
11098,MEX,NLD,19.436,-99.072,27.444,-99.57
11099,MEX,OAX,19.436,-99.072,17.0,-96.726
11100,MEX,ORD,19.436,-99.072,41.979,-87.904
11101,MEX,PAZ,19.436,-99.072,20.603,-97.461
11102,MEX,PDS,19.436,-99.072,28.627,-100.535
11103,MEX,PTY,19.436,-99.072,9.071,-79.383
11104,MEX,PVR,19.436,-99.072,20.68,-105.254
11105,MEX,PXM,19.436,-99.072,15.877,-97.089
11106,MEX,REX,19.436,-99.072,26.009,-98.228
11107,MEX,SAL,19.436,-99.072,13.441,-89.056
11108,MEX,SAP,19.436,-99.072,15.452,-87.923
11109,MEX,SAT,19.436,-99.072,29.534,-98.47
11110,MEX,SCL,19.436,-99.072,-33.393,-70.786
11111,MEX,SFO,19.436,-99.072,37.619,-122.375
11112,MEX,SJD,19.436,-99.072,23.152,-109.721
11113,MEX,SJO,19.436,-99.072,9.994,-84.209
11114,MEX,SLP,19.436,-99.072,22.254,-100.931
11115,MEX,SLW,19.436,-99.072,25.549,-100.929
11116,MEX,TAM,19.436,-99.072,22.296,-97.866
11117,MEX,TAP,19.436,-99.072,14.794,-92.37
11118,MEX,TGZ,19.436,-99.072,16.769,-93.341
11119,MEX,TIJ,19.436,-99.072,32.541,-116.97
11120,MEX,TPQ,19.436,-99.072,21.419,-104.843
11121,MEX,TRC,19.436,-99.072,25.568,-103.411
11122,MEX,UIO,19.436,-99.072,-0.141,-78.488
11123,MEX,VER,19.436,-99.072,19.145,-96.187
11124,MEX,VSA,19.436,-99.072,17.997,-92.817
11125,MEX,YUL,19.436,-99.072,45.468,-73.741
11126,MEX,ZCL,19.436,-99.072,22.897,-102.687
11127,MEX,ZIH,19.436,-99.072,17.601,-101.46
11128,MEX,ZLO,19.436,-99.072,19.145,-104.559
11129,MIA,ATL,25.793,-80.291,33.64,-84.427
11130,MIA,MEX,25.793,-80.291,19.436,-99.072
11131,MIA,MID,25.793,-80.291,20.937,-89.657
11132,MID,MEX,20.937,-89.657,19.436,-99.072
11133,MID,MIA,20.937,-89.657,25.793,-80.291
11134,MID,VSA,20.937,-89.657,17.997,-92.817
11135,MKE,ATL,42.947,-87.896,33.64,-84.427
11136,MLM,MEX,19.85,-101.025,19.436,-99.072
11137,MLM,SFO,19.85,-101.025,37.619,-122.375
11138,MRS,CDG,43.436,5.214,49.013,2.55
11139,MSP,ATL,44.88,-93.217,33.64,-84.427
11140,MSP,CUN,44.88,-93.217,21.036,-86.877
11141,MSY,ATL,29.993,-90.258,33.64,-84.427
11142,MTT,MEX,18.103,-94.581,19.436,-99.072
11143,MTY,AGU,25.778,-100.107,21.705,-102.318
11144,MTY,ATL,25.778,-100.107,33.64,-84.427
11145,MTY,BJX,25.778,-100.107,20.993,-101.481
11146,MTY,CJS,25.778,-100.107,31.636,-106.429
11147,MTY,CUL,25.778,-100.107,24.764,-107.474
11148,MTY,CUU,25.778,-100.107,28.703,-105.964
11149,MTY,DTW,25.778,-100.107,42.212,-83.353
11150,MTY,GDL,25.778,-100.107,20.522,-103.311
11151,MTY,HMO,25.778,-100.107,29.096,-111.048
11152,MTY,LAS,25.778,-100.107,36.08,-115.152
11153,MTY,MEX,25.778,-100.107,19.436,-99.072
11154,MTY,PBC,25.778,-100.107,19.158,-98.371
11155,MTY,PTY,25.778,-100.107,9.071,-79.383
11156,MTY,QRO,25.778,-100.107,20.624,-100.369
11157,MTY,SAT,25.778,-100.107,29.534,-98.47
11158,MTY,TAM,25.778,-100.107,22.296,-97.866
11159,MTY,TLC,25.778,-100.107,19.337,-99.566
11160,MTY,VER,25.778,-100.107,19.145,-96.187
11161,MXL,HMO,32.631,-115.241,29.096,-111.048
11162,MXL,MEX,32.631,-115.241,19.436,-99.072
11163,MZT,GDL,23.161,-106.266,20.522,-103.311
11164,MZT,LAX,23.161,-106.266,33.942,-118.408
11165,MZT,LMM,23.161,-106.266,25.685,-109.081
11166,MZT,MEX,23.161,-106.266,19.436,-99.072
11167,NLD,MEX,27.444,-99.57,19.436,-99.072
11168,NRT,MEX,35.765,140.386,19.436,-99.072
11169,OAX,MEX,17.0,-96.726,19.436,-99.072
11170,ONT,GDL,34.056,-117.601,20.522,-103.311
11171,ORD,GDL,41.979,-87.904,20.522,-103.311
11172,ORD,MEX,41.979,-87.904,19.436,-99.072
11173,PAP,PTY,18.58,-72.293,9.071,-79.383
11174,PAZ,MEX,20.603,-97.461,19.436,-99.072
11175,PAZ,REX,20.603,-97.461,26.009,-98.228
11176,PAZ,VSA,20.603,-97.461,17.997,-92.817
11177,PBC,MTY,19.158,-98.371,25.778,-100.107
11178,PDS,MEX,28.627,-100.535,19.436,-99.072
11179,PHL,ATL,39.872,-75.241,33.64,-84.427
11180,PHX,HMO,33.434,-112.008,29.096,-111.048
11181,PIT,ATL,40.491,-80.233,33.64,-84.427
11182,POS,PTY,10.595,-61.337,9.071,-79.383
11183,PTY,CUN,9.071,-79.383,21.036,-86.877
11184,PTY,GDL,9.071,-79.383,20.522,-103.311
11185,PTY,MEX,9.071,-79.383,19.436,-99.072
11186,PTY,MTY,9.071,-79.383,25.778,-100.107
11187,PTY,PAP,9.071,-79.383,18.58,-72.293
11188,PTY,POS,9.071,-79.383,10.595,-61.337
11190,PVR,ATL,20.68,-105.254,33.64,-84.427
11191,PVR,GDL,20.68,-105.254,20.522,-103.311
11192,PVR,LAX,20.68,-105.254,33.942,-118.408
11193,PVR,MEX,20.68,-105.254,19.436,-99.072
11194,PVR,SAN,20.68,-105.254,32.733,-117.189
11195,PVR,SFO,20.68,-105.254,37.619,-122.375
11196,PVR,SLC,20.68,-105.254,40.788,-111.978
11197,PXM,MEX,15.877,-97.089,19.436,-99.072
11198,QRO,MTY,20.624,-100.369,25.778,-100.107
11199,RDU,ATL,35.877,-78.787,33.64,-84.427
11200,RDU,CUN,35.877,-78.787,21.036,-86.877
11201,REX,MEX,26.009,-98.228,19.436,-99.072
11202,REX,PAZ,26.009,-98.228,20.603,-97.461
11203,RIC,ATL,37.505,-77.319,33.64,-84.427
11204,SAL,MEX,13.441,-89.056,19.436,-99.072
11205,SAN,PVR,32.733,-117.189,20.68,-105.254
11206,SAP,MEX,15.452,-87.923,19.436,-99.072
11207,SAT,MEX,29.534,-98.47,19.436,-99.072
11208,SAT,MTY,29.534,-98.47,25.778,-100.107
11209,SCL,MEX,-33.393,-70.786,19.436,-99.072
11210,SEA,ATL,47.449,-122.309,33.64,-84.427
11211,SFO,ATL,37.619,-122.375,33.64,-84.427
11212,SFO,BJX,37.619,-122.375,20.993,-101.481
11213,SFO,GDL,37.619,-122.375,20.522,-103.311
11214,SFO,MEX,37.619,-122.375,19.436,-99.072
11215,SFO,MLM,37.619,-122.375,19.85,-101.025
11216,SFO,PVR,37.619,-122.375,20.68,-105.254
11217,SFO,SJD,37.619,-122.375,23.152,-109.721
11218,SJC,GDL,37.362,-121.929,20.522,-103.311
11219,SJC,SJD,37.362,-121.929,23.152,-109.721
11220,SJD,ATL,23.152,-109.721,33.64,-84.427
11221,SJD,LAX,23.152,-109.721,33.942,-118.408
11222,SJD,MEX,23.152,-109.721,19.436,-99.072
11223,SJD,SFO,23.152,-109.721,37.619,-122.375
11224,SJD,SJC,23.152,-109.721,37.362,-121.929
11225,SJD,SLC,23.152,-109.721,40.788,-111.978
11226,SJO,MEX,9.994,-84.209,19.436,-99.072
11227,SJU,ATL,18.439,-66.002,33.64,-84.427
11228,SLC,ATL,40.788,-111.978,33.64,-84.427
11229,SLC,CUN,40.788,-111.978,21.036,-86.877
11230,SLC,PVR,40.788,-111.978,20.68,-105.254
11231,SLC,SJD,40.788,-111.978,23.152,-109.721
11232,SLP,MEX,22.254,-100.931,19.436,-99.072
11233,SLW,MEX,25.549,-100.929,19.436,-99.072
11234,SMF,GDL,38.695,-121.591,20.522,-103.311
11235,STL,ATL,38.748,-90.36,33.64,-84.427
11236,TAM,MEX,22.296,-97.866,19.436,-99.072
11237,TAM,MTY,22.296,-97.866,25.778,-100.107
11238,TAM,VER,22.296,-97.866,19.145,-96.187
11239,TAP,GUA,14.794,-92.37,14.583,-90.528
11240,TAP,MEX,14.794,-92.37,19.436,-99.072
11241,TGZ,MEX,16.769,-93.341,19.436,-99.072
11242,TIJ,BJX,32.541,-116.97,20.993,-101.481
11243,TIJ,CJS,32.541,-116.97,31.636,-106.429
11244,TIJ,CUL,32.541,-116.97,24.764,-107.474
11245,TIJ,DGO,32.541,-116.97,24.124,-104.528
11246,TIJ,GDL,32.541,-116.97,20.522,-103.311
11247,TIJ,HMO,32.541,-116.97,29.096,-111.048
11248,TIJ,MEX,32.541,-116.97,19.436,-99.072
11249,TIJ,NRT,32.541,-116.97,35.765,140.386
11251,TLC,ACA,19.337,-99.566,16.757,-99.753
11252,TLC,GDL,19.337,-99.566,20.522,-103.311
11253,TLC,MTY,19.337,-99.566,25.778,-100.107
11254,TPA,ATL,27.975,-82.533,33.64,-84.427
11255,TPQ,MEX,21.419,-104.843,19.436,-99.072
11256,TRC,CUU,25.568,-103.411,28.703,-105.964
11257,TRC,GDL,25.568,-103.411,20.522,-103.311
11258,TRC,MEX,25.568,-103.411,19.436,-99.072
11259,UIO,MEX,-0.141,-78.488,19.436,-99.072
11260,VER,MEX,19.145,-96.187,19.436,-99.072
11261,VER,MTY,19.145,-96.187,25.778,-100.107
11262,VER,TAM,19.145,-96.187,22.296,-97.866
11263,VER,VSA,19.145,-96.187,17.997,-92.817
11264,VSA,MEX,17.997,-92.817,19.436,-99.072
11265,VSA,MID,17.997,-92.817,20.937,-89.657
11266,VSA,PAZ,17.997,-92.817,20.603,-97.461
11267,VSA,VER,17.997,-92.817,19.145,-96.187
11268,VVI,LIM,-17.645,-63.135,-12.022,-77.114
11270,YUL,ATL,45.468,-73.741,33.64,-84.427
11271,YUL,MEX,45.468,-73.741,19.436,-99.072
11272,ZCL,MEX,22.897,-102.687,19.436,-99.072
11273,ZIH,LAX,17.601,-101.46,33.942,-118.408
11274,ZIH,MEX,17.601,-101.46,19.436,-99.072
11275,ZLO,LAX,19.145,-104.559,33.942,-118.408
11276,ZLO,MEX,19.145,-104.559,19.436,-99.072
11277,AMS,CTA,52.309,4.764,37.467,15.066
11278,AMS,LIN,52.309,4.764,45.445,9.277
11279,AMS,PMO,52.309,4.764,38.176,13.091
11279,AMS,PMO,52.309,4.764,38.111,13.313
11281,BLQ,CTA,44.534,11.29,37.467,15.066
11282,BLQ,TIA,44.534,11.29,41.415,19.721
11283,BRI,LIN,41.138,16.761,45.445,9.277
11284,CDG,CTA,49.013,2.55,37.467,15.066
11285,CDG,LIN,49.013,2.55,45.445,9.277
11286,CDG,PMO,49.013,2.55,38.176,13.091
11286,CDG,PMO,49.013,2.55,38.111,13.313
11287,CPH,VCE,55.618,12.656,45.505,12.352
11288,CTA,AMS,37.467,15.066,52.309,4.764
11289,CTA,BLQ,37.467,15.066,44.534,11.29
11290,CTA,CDG,37.467,15.066,49.013,2.55
11291,CTA,DUS,37.467,15.066,51.289,6.767
11292,CTA,LGW,37.467,15.066,51.148,-0.19
11293,CTA,LIN,37.467,15.066,45.445,9.277
11294,CTA,LYS,37.467,15.066,45.726,5.091
11295,CTA,MXP,37.467,15.066,45.631,8.728
11296,CTA,PSA,37.467,15.066,43.684,10.393
11297,CTA,STR,37.467,15.066,48.69,9.222
11298,CTA,SVO,37.467,15.066,55.972,37.415
11299,CTA,TRN,37.467,15.066,45.201,7.649
11300,CTA,TXL,37.467,15.066,52.559,13.287
11301,CTA,VCE,37.467,15.066,45.505,12.352
11302,CTA,VIE,37.467,15.066,48.11,16.57
11303,CTA,VRN,37.467,15.066,45.396,10.888
11304,DUS,CTA,51.289,6.767,37.467,15.066
11305,GOA,TIA,44.412,8.842,41.415,19.721
11306,LED,VCE,59.8,30.265,45.505,12.352
11307,LGW,CTA,51.148,-0.19,37.467,15.066
11308,LGW,PMO,51.148,-0.19,38.176,13.091
11308,LGW,PMO,51.148,-0.19,38.111,13.313
11309,LIN,AMS,45.445,9.277,52.309,4.764
11310,LIN,BRI,45.445,9.277,41.138,16.761
11311,LIN,CDG,45.445,9.277,49.013,2.55
11312,LIN,CTA,45.445,9.277,37.467,15.066
11313,LIN,NAP,45.445,9.277,40.886,14.291
11314,LIN,PMO,45.445,9.277,38.176,13.091
11314,LIN,PMO,45.445,9.277,38.111,13.313
11315,LYS,CTA,45.726,5.091,37.467,15.066
11316,MXP,CTA,45.631,8.728,37.467,15.066
11317,MXP,TIA,45.631,8.728,41.415,19.721
11318,NAP,LIN,40.886,14.291,45.445,9.277
11319,PMO,AMS,38.176,13.091,52.309,4.764
11319,PMO,AMS,38.111,13.313,52.309,4.764
11320,PMO,CDG,38.176,13.091,49.013,2.55
11320,PMO,CDG,38.111,13.313,49.013,2.55
11321,PMO,LGW,38.176,13.091,51.148,-0.19
11321,PMO,LGW,38.111,13.313,51.148,-0.19
11322,PMO,LIN,38.176,13.091,45.445,9.277
11322,PMO,LIN,38.111,13.313,45.445,9.277
11323,PMO,SVO,38.176,13.091,55.972,37.415
11323,PMO,SVO,38.111,13.313,55.972,37.415
11324,PMO,TRN,38.176,13.091,45.201,7.649
11324,PMO,TRN,38.111,13.313,45.201,7.649
11325,PMO,TXL,38.176,13.091,52.559,13.287
11325,PMO,TXL,38.111,13.313,52.559,13.287
11326,PMO,VCE,38.176,13.091,45.505,12.352
11326,PMO,VCE,38.111,13.313,45.505,12.352
11327,PMO,VRN,38.176,13.091,45.396,10.888
11327,PMO,VRN,38.111,13.313,45.396,10.888
11328,PRG,PSA,50.101,14.26,43.684,10.393
11329,PRG,VCE,50.101,14.26,45.505,12.352
11330,PSA,CTA,43.684,10.393,37.467,15.066
11331,PSA,PRG,43.684,10.393,50.101,14.26
11332,PSA,SVO,43.684,10.393,55.972,37.415
11333,PSA,TIA,43.684,10.393,41.415,19.721
11334,PSA,TXL,43.684,10.393,52.559,13.287
11335,STR,CTA,48.69,9.222,37.467,15.066
11336,SUF,TRN,38.906,16.242,45.201,7.649
11337,SUF,VCE,38.906,16.242,45.505,12.352
11338,SVO,CTA,55.972,37.415,37.467,15.066
11339,SVO,PMO,55.972,37.415,38.176,13.091
11339,SVO,PMO,55.972,37.415,38.111,13.313
11340,SVO,PSA,55.972,37.415,43.684,10.393
11341,TIA,BLQ,41.415,19.721,44.534,11.29
11342,TIA,GOA,41.415,19.721,44.412,8.842
11343,TIA,MXP,41.415,19.721,45.631,8.728
11344,TIA,PSA,41.415,19.721,43.684,10.393
11345,TIA,VCE,41.415,19.721,45.505,12.352
11346,TIA,VRN,41.415,19.721,45.396,10.888
11347,TRN,CTA,45.201,7.649,37.467,15.066
11348,TRN,PMO,45.201,7.649,38.176,13.091
11348,TRN,PMO,45.201,7.649,38.111,13.313
11349,TRN,SUF,45.201,7.649,38.906,16.242
11350,TXL,CTA,52.559,13.287,37.467,15.066
11351,TXL,PMO,52.559,13.287,38.176,13.091
11351,TXL,PMO,52.559,13.287,38.111,13.313
11352,TXL,PSA,52.559,13.287,43.684,10.393
11354,VCE,CPH,45.505,12.352,55.618,12.656
11355,VCE,CTA,45.505,12.352,37.467,15.066
11356,VCE,LED,45.505,12.352,59.8,30.265
11357,VCE,PMO,45.505,12.352,38.176,13.091
11357,VCE,PMO,45.505,12.352,38.111,13.313
11358,VCE,PRG,45.505,12.352,50.101,14.26
11359,VCE,SUF,45.505,12.352,38.906,16.242
11360,VCE,TIA,45.505,12.352,41.415,19.721
11361,VIE,CTA,48.11,16.57,37.467,15.066
11362,VRN,CTA,45.396,10.888,37.467,15.066
11363,VRN,PMO,45.396,10.888,38.176,13.091
11363,VRN,PMO,45.396,10.888,38.111,13.313
11364,VRN,TIA,45.396,10.888,41.415,19.721
11365,AEP,AFA,-34.559,-58.416,-34.588,-68.403
11366,AEP,ASU,-34.559,-58.416,-25.24,-57.519
11367,AEP,BHI,-34.559,-58.416,-38.725,-62.169
11368,AEP,BRC,-34.559,-58.416,-41.151,-71.157
11369,AEP,COR,-34.559,-58.416,-31.324,-64.208
11370,AEP,CPC,-34.559,-58.416,-40.075,-71.137
11371,AEP,CRD,-34.559,-58.416,-45.785,-67.466
11372,AEP,CTC,-34.559,-58.416,-28.596,-65.752
11373,AEP,CWB,-34.559,-58.416,-25.528,-49.176
11374,AEP,EQS,-34.559,-58.416,-42.908,-71.139
11375,AEP,FLN,-34.559,-58.416,-27.672,-48.548
11376,AEP,FMA,-34.559,-58.416,-26.212,-58.228
11378,AEP,GIG,-34.559,-58.416,-22.809,-43.244
11379,AEP,GRU,-34.559,-58.416,-23.432,-46.469
11380,AEP,IGR,-34.559,-58.416,-25.738,-54.473
11381,AEP,IRJ,-34.559,-58.416,-29.381,-66.796
11382,AEP,JUJ,-34.559,-58.416,-24.393,-65.098
11383,AEP,LUQ,-34.559,-58.416,-33.273,-66.356
11384,AEP,MDQ,-34.559,-58.416,-37.934,-57.573
11385,AEP,MDZ,-34.559,-58.416,-32.832,-68.793
11386,AEP,MVD,-34.559,-58.416,-34.789,-56.264
11386,AEP,MVD,-34.559,-58.416,-34.838,-56.03
11387,AEP,NQN,-34.559,-58.416,-38.949,-68.156
11388,AEP,PDP,-34.559,-58.416,-34.914,-54.921
11389,AEP,POA,-34.559,-58.416,-29.994,-51.171
11390,AEP,PRA,-34.559,-58.416,-31.795,-60.48
11391,AEP,PSS,-34.559,-58.416,-27.386,-55.971
11392,AEP,REL,-34.559,-58.416,-43.21,-65.27
11393,AEP,RES,-34.559,-58.416,-27.45,-59.056
11394,AEP,RGA,-34.559,-58.416,-53.777,-67.749
11395,AEP,RGL,-34.559,-58.416,-51.609,-69.313
11397,AEP,ROS,-34.559,-58.416,-32.903,-60.784
11398,AEP,RSA,-34.559,-58.416,-36.588,-64.275
11399,AEP,SCL,-34.559,-58.416,-33.393,-70.786
11400,AEP,SDE,-34.559,-58.416,-27.766,-64.31
11401,AEP,SFN,-34.559,-58.416,-31.712,-60.812
11402,AEP,SLA,-34.559,-58.416,-24.856,-65.486
11403,AEP,TUC,-34.559,-58.416,-26.841,-65.105
11404,AEP,UAQ,-34.559,-58.416,-31.571,-68.418
11405,AEP,USH,-34.559,-58.416,-54.843,-68.296
11406,AEP,VDM,-34.559,-58.416,-40.869,-63.0
11407,AFA,AEP,-34.588,-68.403,-34.559,-58.416
11408,AFA,LUQ,-34.588,-68.403,-33.273,-66.356
11409,ASU,AEP,-25.24,-57.519,-34.559,-58.416
11412,BHI,AEP,-38.725,-62.169,-34.559,-58.416
11414,BRC,AEP,-41.151,-71.157,-34.559,-58.416
11415,BRC,COR,-41.151,-71.157,-31.324,-64.208
11417,BRC,MDZ,-41.151,-71.157,-32.832,-68.793
11420,CNF,AEP,-19.634,-43.969,-34.559,-58.416
11421,COR,AEP,-31.324,-64.208,-34.559,-58.416
11422,COR,BRC,-31.324,-64.208,-41.151,-71.157
11424,COR,JUJ,-31.324,-64.208,-24.393,-65.098
11425,COR,MDZ,-31.324,-64.208,-32.832,-68.793
11426,COR,SLA,-31.324,-64.208,-24.856,-65.486
11427,CPC,AEP,-40.075,-71.137,-34.559,-58.416
11428,CRD,AEP,-45.785,-67.466,-34.559,-58.416
11429,CRD,NQN,-45.785,-67.466,-38.949,-68.156
11430,CTC,AEP,-28.596,-65.752,-34.559,-58.416
11432,CWB,AEP,-25.528,-49.176,-34.559,-58.416
11433,EQS,AEP,-42.908,-71.139,-34.559,-58.416
11459,FLN,AEP,-27.672,-48.548,-34.559,-58.416
11460,FMA,AEP,-26.212,-58.228,-34.559,-58.416
11464,GIG,AEP,-22.809,-43.244,-34.559,-58.416
11466,GRU,AEP,-23.432,-46.469,-34.559,-58.416
11468,IGR,AEP,-25.738,-54.473,-34.559,-58.416
11470,IGR,SLA,-25.738,-54.473,-24.856,-65.486
11471,IRJ,AEP,-29.381,-66.796,-34.559,-58.416
11473,JUJ,AEP,-24.393,-65.098,-34.559,-58.416
11474,JUJ,COR,-24.393,-65.098,-31.324,-64.208
11476,LUQ,AEP,-33.273,-66.356,-34.559,-58.416
11478,MDQ,AEP,-37.934,-57.573,-34.559,-58.416
11479,MDZ,AEP,-32.832,-68.793,-34.559,-58.416
11480,MDZ,BRC,-32.832,-68.793,-41.151,-71.157
11481,MDZ,COR,-32.832,-68.793,-31.324,-64.208
11483,MDZ,NQN,-32.832,-68.793,-38.949,-68.156
11484,MDZ,SLA,-32.832,-68.793,-24.856,-65.486
11486,MVD,AEP,-34.789,-56.264,-34.559,-58.416
11486,MVD,AEP,-34.838,-56.03,-34.559,-58.416
11488,NQN,AEP,-38.949,-68.156,-34.559,-58.416
11489,NQN,CRD,-38.949,-68.156,-45.785,-67.466
11490,NQN,MDZ,-38.949,-68.156,-32.832,-68.793
11491,PDP,AEP,-34.914,-54.921,-34.559,-58.416
11492,POA,AEP,-29.994,-51.171,-34.559,-58.416
11493,PRA,AEP,-31.795,-60.48,-34.559,-58.416
11494,PSS,AEP,-27.386,-55.971,-34.559,-58.416
11495,REL,AEP,-43.21,-65.27,-34.559,-58.416
11497,RES,AEP,-27.45,-59.056,-34.559,-58.416
11498,RGA,AEP,-53.777,-67.749,-34.559,-58.416
11499,RGL,AEP,-51.609,-69.313,-34.559,-58.416
11501,ROS,AEP,-32.903,-60.784,-34.559,-58.416
11503,RSA,AFA,-36.588,-64.275,-34.588,-68.403
11504,SCL,AEP,-33.393,-70.786,-34.559,-58.416
11506,SDE,AEP,-27.766,-64.31,-34.559,-58.416
11507,SFN,AEP,-31.712,-60.812,-34.559,-58.416
11508,SLA,AEP,-24.856,-65.486,-34.559,-58.416
11509,SLA,COR,-24.856,-65.486,-31.324,-64.208
11510,SLA,IGR,-24.856,-65.486,-25.738,-54.473
11511,SLA,MDZ,-24.856,-65.486,-32.832,-68.793
11512,TUC,AEP,-26.841,-65.105,-34.559,-58.416
11513,UAQ,AEP,-31.571,-68.418,-34.559,-58.416
11514,USH,AEP,-54.843,-68.296,-34.559,-58.416
11517,VDM,REL,-40.869,-63.0,-43.21,-65.27
11519,ABQ,LAX,35.04,-106.609,33.942,-118.408
11520,ADK,ANC,51.878,-176.646,61.174,-149.996
11521,ADQ,ANC,57.75,-152.494,61.174,-149.996
11522,AKN,ANC,58.677,-156.649,61.174,-149.996
11524,ANC,ADK,61.174,-149.996,51.878,-176.646
11525,ANC,ADQ,61.174,-149.996,57.75,-152.494
11526,ANC,AKN,61.174,-149.996,58.677,-156.649
11528,ANC,BET,61.174,-149.996,60.78,-161.838
11529,ANC,BRW,61.174,-149.996,71.285,-156.766
11530,ANC,CDB,61.174,-149.996,55.206,-162.724
11531,ANC,CDV,61.174,-149.996,60.492,-145.477
11532,ANC,DLG,61.174,-149.996,59.045,-158.503
11533,ANC,ENA,61.174,-149.996,60.573,-151.245
11534,ANC,FAI,61.174,-149.996,64.815,-147.856
11535,ANC,HNL,61.174,-149.996,21.316,-157.927
11536,ANC,HOM,61.174,-149.996,59.646,-151.476
11537,ANC,JNU,61.174,-149.996,58.355,-134.576
11539,ANC,LAS,61.174,-149.996,36.08,-115.152
11540,ANC,LAX,61.174,-149.996,33.942,-118.408
11541,ANC,MCG,61.174,-149.996,62.953,-155.606
11542,ANC,OME,61.174,-149.996,64.512,-165.445
11543,ANC,ORD,61.174,-149.996,41.979,-87.904
11544,ANC,OTZ,61.174,-149.996,66.884,-162.598
11545,ANC,PDX,61.174,-149.996,45.589,-122.597
11546,ANC,SCC,61.174,-149.996,70.195,-148.465
11548,ANC,SEA,61.174,-149.996,47.449,-122.309
11549,ANC,SNP,61.174,-149.996,57.167,-170.22
11551,ANC,UNK,61.174,-149.996,63.888,-160.799
11552,ANC,VDZ,61.174,-149.996,61.134,-146.248
11555,ATL,BHM,33.64,-84.427,33.563,-86.753
11556,ATL,BNA,33.64,-84.427,36.124,-86.678
11557,ATL,CHS,33.64,-84.427,32.899,-80.04
11558,ATL,CLT,33.64,-84.427,35.214,-80.943
11561,ATL,JAN,33.64,-84.427,32.311,-90.076
11562,ATL,JAX,33.64,-84.427,30.494,-81.688
11563,ATL,LAX,33.64,-84.427,33.942,-118.408
11564,ATL,MEM,33.64,-84.427,35.042,-89.977
11565,ATL,MIA,33.64,-84.427,25.793,-80.291
11566,ATL,MSY,33.64,-84.427,29.993,-90.258
11567,ATL,ORF,33.64,-84.427,36.894,-76.201
11568,ATL,PBI,33.64,-84.427,26.683,-80.096
11569,ATL,PDX,33.64,-84.427,45.589,-122.597
11570,ATL,PNS,33.64,-84.427,30.473,-87.187
11571,ATL,RDU,33.64,-84.427,35.877,-78.787
11572,ATL,RSW,33.64,-84.427,26.536,-81.755
11573,ATL,SAN,33.64,-84.427,32.733,-117.189
11574,ATL,SAV,33.64,-84.427,32.127,-81.202
11575,ATL,SEA,33.64,-84.427,47.449,-122.309
11576,ATL,SLC,33.64,-84.427,40.788,-111.978
11577,ATL,TYS,33.64,-84.427,35.812,-83.993
11578,AUS,LAX,30.194,-97.67,33.942,-118.408
11579,AUS,SEA,30.194,-97.67,47.449,-122.309
11580,BDL,LAX,41.939,-72.683,33.942,-118.408
11581,BET,ANC,60.78,-161.838,61.174,-149.996
11582,BHM,ATL,33.563,-86.753,33.64,-84.427
11585,BLI,HNL,48.792,-122.537,21.316,-157.927
11586,BLI,LAS,48.792,-122.537,36.08,-115.152
11587,BLI,PDX,48.792,-122.537,45.589,-122.597
11588,BLI,SEA,48.792,-122.537,47.449,-122.309
11589,BNA,ATL,36.124,-86.678,33.64,-84.427
11590,BNA,LAX,36.124,-86.678,33.942,-118.408
11592,BOI,PDX,43.564,-116.223,45.589,-122.597
11593,BOI,SAN,43.564,-116.223,32.733,-117.189
11594,BOI,SEA,43.564,-116.223,47.449,-122.309
11595,BOI,SJC,43.564,-116.223,37.362,-121.929
11596,BOI,SMF,43.564,-116.223,38.695,-121.591
11597,BOS,ISP,42.364,-71.005,40.795,-73.1
11598,BOS,LAX,42.364,-71.005,33.942,-118.408
11599,BOS,PBG,42.364,-71.005,44.651,-73.468
11600,BOS,PDX,42.364,-71.005,45.589,-122.597
11601,BOS,PQI,42.364,-71.005,46.689,-68.045
11602,BOS,SAN,42.364,-71.005,32.733,-117.189
